4771	17039	445.908523795
4771	34892	445.861785129
4771	39074	444.150265453
4771	41769	443.521931111
4771	33336	441.010857391
4771	8626	433.629701593
4771	7630	432.530730911
4771	20065	348.474986499
4771	15492	310.558673241
4771	17486	307.646293156
6359	43703	212.9641065
6359	39299	202.87084591
6359	13504	164.409823243
6359	45930	153.86140798
6359	28719	148.816771653
6359	31535	136.961707835
6359	44427	135.906026865
6359	30686	111.724348778
6359	4300	110.732584756
6359	26503	108.185369576
6222	28263	19.8828892614
6222	1590	19.8828892614
6222	952	19.8828892614
6222	11278	13.0917445143
6222	4206	13.0917445143
6222	1255	13.0917445143
6222	45091	13.0898750366
6222	24779	12.8277900405
6222	2251	12.6152527135
6222	31702	12.1941009684
2697	18587	787.541297803
2697	24741	735.931015531
2697	17054	712.623860328
2697	12921	685.405171297
2697	8997	683.437858393
2697	13673	478.983417372
2697	18625	406.803847194
2697	3822	329.932319796
2697	12090	303.566001034
2697	32060	276.771186725
6874	28538	421.510566694
6874	38416	412.556192597
6874	15260	407.13612539
6874	35319	392.996016153
6874	20697	336.608396646
6874	14577	332.254062931
6874	20734	329.249600639
6874	43137	323.924659787
6874	2371	320.601869804
6874	30616	306.214360874
7373	23913	485.528353217
7373	2253	419.90399082
7373	9306	323.489007511
7373	21668	245.116976807
7373	29692	225.934330166
7373	12006	155.815788621
7373	39691	147.396399403
7373	1223	147.396399403
7373	556	147.392718726
7373	15846	133.72090511
8609	61	408.385664483
8609	38041	407.825011846
8609	17393	316.264663584
8609	30972	306.066940512
8609	5964	294.294197642
8609	38531	277.128372841
8609	3893	277.128372841
8609	41341	274.794236345
8609	24043	269.428714187
8609	26148	268.974793039
1513	43401	1.9987577081
1513	25495	1.9987577081
1513	1668	1.9987577081
1513	347	1.9987577081
1513	34076	1.99218703184
1513	39660	1.95163360294
1513	5489	1.95163360294
1513	3745	1.9514246573
1513	2081	1.9513746035
1513	32794	1.89379452434
5842	23303	2.14201873626
5842	61	2.09475689803
5842	38041	2.09188110908
5842	16522	2.04271840354
5842	17687	1.98014104218
5842	30440	1.95364718711
5842	25750	1.86546364881
5842	13443	1.81890419395
5842	20451	1.81305878524
5842	24801	1.71849840714
1874	36207	164.353421704
1874	14164	164.193972762
1874	2952	163.629918898
1874	2153	163.353815347
1874	30407	161.769376814
1874	27537	147.067394179
1874	7753	142.343508253
1874	3074	118.223808741
1874	10411	114.193344502
1874	17464	110.607825171
7657	44196	165.691315735
7657	31892	139.88500801
7657	14283	139.66078918
7657	8342	139.66078918
7657	32659	131.592564178
7657	29211	119.367381217
7657	42526	113.014771724
7657	22695	103.965085704
7657	44584	102.399514672
7657	20113	102.021324325
3130	40786	45.2899074802
3130	24693	45.2899074802
3130	11432	43.5706889825
3130	16644	35.2896567107
3130	31366	33.0132420562
3130	21797	30.6665725199
3130	32719	22.441652011
3130	18909	21.3213186756
3130	27323	16.5849554899
3130	43396	16.0453688364
4017	42523	227.693969326
4017	31654	227.693969326
4017	29981	227.693969326
4017	21170	227.693969326
4017	11089	227.693969326
4017	6061	227.693969326
4017	4532	227.693969326
4017	23913	203.525206677
4017	12305	199.331456329
4017	11124	199.331348241
8784	9181	1029.04284934
8784	29654	1020.08135204
8784	28169	1013.8821532
8784	25006	1007.78002502
8784	43328	1007.14748966
8784	19213	1006.43482902
8784	16561	982.050682032
8784	44082	954.680238196
8784	23199	943.924219669
8784	38125	936.470807756
8635	44112	24.8386362204
8635	41821	24.8386362204
8635	35444	24.8386362204
8635	30056	24.8386362204
8635	17432	24.8097389548
8635	37842	24.780484175
8635	27137	23.1289871972
8635	20954	20.7902388603
8635	41320	12.0452651965
8635	18815	8.96274923631
553	10605	321.375993265
553	30335	239.463537031
553	1895	239.463537031
553	24063	237.464768693
553	26816	233.821838321
553	44845	228.86680384
553	38470	228.86680384
553	32410	228.86680384
553	31477	228.86680384
553	4082	228.86680384
5874	14556	1350.53708292
5874	44199	944.428389087
5874	591	934.495796281
5874	34808	886.299197869
5874	32195	886.299197869
5874	9666	886.299197869
5874	37364	879.23751813
5874	5135	846.174814024
5874	1488	845.60748589
5874	12228	839.918848827
8832	13024	337.579129668
8832	3636	333.499518115
8832	5260	319.490396949
8832	34866	292.935618159
8832	33730	284.127505026
8832	40270	267.698638818
8832	43106	264.835800429
8832	2411	263.898711761
8832	14466	246.256379795
8832	27222	234.15412831
4423	37913	498.270856943
4423	39289	491.207424096
4423	34316	485.860441903
4423	18520	462.10671
4423	32339	448.383784801
